"full_text","reply_count","retweet_count","favorite_count","url","created_at"
"RT @fuedicho: “Tú eres aquello que haces, no lo que dices qué harás”.
Carl Gustav Jung
#Fuedicho https://t.co/egLNFLztYM","0","1857","0","https://twitter.com/fuedicho/status/1529617468687323136","2022-05-26T00:16:38.000Z"
"RT @fuedicho: ""El éxito no es definitivo, el fracaso no es fatal: lo que cuenta es tener el coraje para continuar"".
Winston Churchill
#Fued…","0","2149","0","https://twitter.com/fuedicho/status/1529617096593883136","2022-05-26T00:15:09.000Z"
"""Vale más saber alguna cosa de todo que saberlo todo de una sola cosa"".
Blaise Pascal
#Fuedicho https://t.co/3nFZX11L62","8","238","956","https://twitter.com/fuedicho/status/1529613336207302656","2022-05-26T00:00:12.000Z"
"""El conocimiento de la belleza es el verdadero camino y el primer peldaño para la comprensión de las cosas que son buenas"". 
John Ruskin
#Fuedicho https://t.co/KxvbL1xs59","0","33","163","https://twitter.com/fuedicho/status/1529598253443973120","2022-05-25T23:00:16.000Z"
"""Si hay un secreto del buen éxito reside en la capacidad para apreciar el punto de vista del prójimo y ver las cosas desde ese punto de vista así como del propio"". 
Henry Ford
#Fuedicho https://t.co/xM1A2WqaaX","3","108","499","https://twitter.com/fuedicho/status/1529583225051430914","2022-05-25T22:00:33.000Z"
"""Las leyes inútiles debilitan a las necesarias"".
Montesquieu
#Fuedicho https://t.co/J7fMIYqiGE","5","305","1146","https://twitter.com/fuedicho/status/1529568074965434370","2022-05-25T21:00:21.000Z"
"""Yo no hablo de venganzas ni perdones, el olvido es la única venganza y el único perdón"".
Jorge Luis Borges 
#Fuedicho https://t.co/wUgywzmtSK","14","697","2905","https://twitter.com/fuedicho/status/1529553065699082240","2022-05-25T20:00:43.000Z"
"“La casualidad es la décima musa”. 
Enrique Jardiel Poncela
#Fuedicho https://t.co/FC2rAtXuri","1","35","190","https://twitter.com/fuedicho/status/1529553064482553860","2022-05-25T20:00:42.000Z"
"""La gente inteligente no se ofende, ellos sacan conclusiones"".
Agatha Christie
#Fuedicho https://t.co/OYNZ3ZvznD","23","2092","9032","https://twitter.com/fuedicho/status/1529537913603731457","2022-05-25T19:00:30.000Z"
"""Si dudas de ti mismo, estás vencido de antemano"".
Henrik Ibsen
#Fuedicho https://t.co/dls1EzsaLJ","4","397","1906","https://twitter.com/fuedicho/status/1529522919789010944","2022-05-25T18:00:55.000Z"
"""Cada casa es una universidad y los padres son los maestros"".
Mahatma Gandhi
#Fuedicho https://t.co/irkNSgN6xE","7","430","1484","https://twitter.com/fuedicho/status/1529507741051629568","2022-05-25T17:00:37.000Z"
"""El último grado de perversidad es hacer servir las leyes para la injusticia"". 
Voltaire
#Fuedicho https://t.co/TgHGt9o5Qy","21","871","2587","https://twitter.com/fuedicho/status/1529492761426132994","2022-05-25T16:01:05.000Z"
"""Escribid las injurias en la arena y los beneficios en el mármol"".
Proverbio inglés
#Fuedicho https://t.co/wsRsdPxr3k","0","85","375","https://twitter.com/fuedicho/status/1529477563441106952","2022-05-25T15:00:42.000Z"
"""Lo que nos hace grandes es ver lo pequeños que somos"".
Carl Sagan
#Fuedicho https://t.co/Nn1k7tmIEw","4","290","1311","https://twitter.com/fuedicho/status/1529462549581860869","2022-05-25T14:01:02.000Z"
"“Nada sucede por casualidad, en el fondo las cosas tienen su plan secreto, aunque nosotros no lo entendamos”.
Carlos Ruiz Zafón 
#Fuedicho https://t.co/WLRaGEpkx0","10","198","769","https://twitter.com/fuedicho/status/1529447324472287232","2022-05-25T13:00:32.000Z"
"""Si lo puedes soñar, lo puedes hacer"".
Walt Disney
#Fuedicho https://t.co/hrUu58Uz5G","4","147","745","https://twitter.com/fuedicho/status/1529432252576317441","2022-05-25T12:00:39.000Z"
"“Cuando se teme a alguien es porque a ese alguien le hemos concedido poder sobre nosotros""
Hermann Hesse
#Fuedicho https://t.co/NKUOIPJljO","2","218","1064","https://twitter.com/fuedicho/status/1529417071624392709","2022-05-25T11:00:19.000Z"
"""Quien nos roba los sueños nos roba la vida"". 
Virginia Woolf
#Fuedicho https://t.co/8ajStKk5ow","16","629","3329","https://twitter.com/fuedicho/status/1529402005344616450","2022-05-25T10:00:27.000Z"
"""Lo imposible es el fantasma de los tímidos y el refugio de los cobardes"".
Napoleón Bonaparte
#Fuedicho https://t.co/WHq7ug7a98","8","352","1269","https://twitter.com/fuedicho/status/1529386859373240320","2022-05-25T09:00:16.000Z"
"""De pequeños principios resultan grandes fines""
Mateo Alemán
#Fuedicho https://t.co/ZtTHEzBie7","0","67","325","https://twitter.com/fuedicho/status/1529356638645256192","2022-05-25T07:00:11.000Z"
